Gene	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a142_gac-miR-217a-5p	304.272090760318	5.96031666249004	14.4355565803267	12.2643377491494	61.8298007622781	13.6682966926891	39.9903090055724	27.7433056011205	105.898112978554	57.0752897866945	49.4091117830629	23.1828960181079	26.7987372138023	50.4337989599994
a135_gac-miR-216b-5p	0	0	0	15.9436390738943	0	8.69800698625672	7.77589341775019	16.6459833606723	2.40677529496713	0	2.51232771778286	2.97216615616768	0	9.80657201999988
a58_gac-miR-214a-3p	8233.78718330193	2425.2528499672	2177.60371014228	11394.7962027347	2997.60034066007	3650.67778937461	9833.17264770353	8547.15758959321	9307.00006563791	12295.4010634428	4712.28935598805	8890.34340632876	4722.60746550231	5500.08596435993
a26_gac-miR-212a-5p	0	41.1261849711813	48.3591145440943	6.13216887457471	0	48.460324637716	81.0914599279663	48.8282178579721	128.762478280742	29.4024220113275	87.0940275498058	86.7872517600962	0	78.4525761599991
a38_gac-miR-210-5p	946.009591272988	2534.32664489077	2171.82948751015	2368.24361936075	1346.51566104517	2531.12003300071	2637.13871053414	2471.37366294782	2555.9953632551	2059.89909502888	3018.9804742024	2608.37301865275	2150.59866140763	3174.52745675996
a94_gac-miR-210-3p	272.922845045618	901.795911034743	385.429360694722	952.325826221453	164.879468699408	848.676967373334	277.710479205364	420.588512912987	244.287692439164	247.326255742343	452.218989200915	334.66590918448	259.277782543537	296.999038319996
a52_gac-miR-21-5p	197734.445308828	233607.459206302	200016.18486569	194690.229598873	183813.12768839	195211.855937413	130911.609055492	148471.074254957	189633.435653403	256377.013059124	190474.638251425	196076.773488538	245359.858371549	184404.181202938
a56_gac-miR-20b-5p	376.190948576393	7.15237999498805	0	0	0	3.72771727982431	0	0	0	0	0.837442572594287	0	0	2.80187771999997
a126_gac-miR-20a-5p	0	655.038801207656	316.138689109154	621.188706994419	81.2947380392915	497.028970643241	218.835857613827	138.716528005603	110.711663568488	110.691471101468	235.321362898995	156.33593981442	144.043212524187	147.098580299998
a203_gac-miR-206-1-3p	7975.61692447499	1447.16488565258	17690.0528113613	48756.8747217436	5852.07614251858	3188.44084667639	36658.8940970249	16169.9082365571	110055.81730061	4386.14954239567	100605.326016042	54847.1653794559	20677.2356657395	28569.3461719797
a240_gac-miR-205-1a-3p	0	152.584106559745	111.153785668515	16.5568559613517	0	78.2820628763105	8.88673533457164	56.5963434262859	105.898112978554	50.1570728428527	33.4977029037715	87.9761182225632	192.950907939376	68.6460041399992
a178_gac-miR-205-1-5p	8447.69968347282	24167.2959713984	12750.2053495735	3603.2624307001	2685.01634791745	24913.5771534925	2951.50697299461	5112.53635617449	10110.8630141569	6153.75397154724	9418.71661396794	17802.0864089819	36933.349659632	7499.22571757991
a101_gac-miR-204-2b-3p	0	3.57618999749403	0	0	0	0	17.7734706691433	33.2919667213446	12.0338764748357	22.4842050674857	8.37442572594287	15.4552640120719	22.7789266317319	35.0234714999996
a233_gac-miR-204-1/2b-5p	1609.87597111368	1452.52917064882	1968.28813972754	6317.36037458687	1748.40936599997	4048.3009658892	1295.24167501382	3835.2345662989	6423.68326226728	4699.19885910451	10028.3748068166	7826.30792242073	6971.02151774032	13790.8421378398
a234_gac-miR-202-5p	938.633298163647	16.6888866549721	21.65333487049	0	0	21.1237312523377	0	2.21946444808964	57.7626070792112	6.91821694384176	18.4237365970743	18.4274301682396	0	60.2403709799993
a67_gac-miR-200b-5p	0	66.1595149536395	51.968003689176	0	0	24.8514485321621	0	0	26.4745282446385	1.72955423596044	10.0493108711314	1.18886646246707	29.4786109351825	14.0093885999998
a133_gac-miR-200b-3p	7302.53017824763	23567.0920834856	14230.571676886	1672.24245209652	3199.11969129268	8297.89866488891	1399.66081519503	1117.50034961313	6408.03922284999	3505.80643629181	1879.22113290158	2839.01311237137	21320.4053588708	3386.06922461996
a128_gac-miR-200a-3p	645.425647067341	4438.05178689009	2067.17170230278	264.29647849417	488.913424546162	1435.17115273236	89.9781952625379	93.217506819765	1089.06582097263	364.935943787653	231.134150036023	360.820971358756	1368.74550319495	501.536111879994
a220_gac-miR-19b-3p	934.945151608976	722.986411160042	588.248930648312	518.168269901563	0	790.276063322753	472.107814649119	469.416730770959	48.1355058993427	117.60968804531	346.701225054035	235.989992799714	547.364207591912	159.707030039998
a157_gac-miR-19b-2-5p	0	56.0269766274064	88.0568951399927	61.3216887457471	193.504376459722	68.3414834634456	114.41671743261	153.143046918185	66.1863206115962	89.9368202699428	56.1086523638172	59.4433231233536	206.350276546278	35.0234714999996
a106_gac-miR-19a-1-5p	0	0	0	29.4344105979586	0	3.72771727982431	0	0	0	0	0	0	0	0
a222_gac-miR-19a-1-3p	0	147.815853229753	134.972454026054	135.520932128101	0	121.772097807594	41.1011509223939	17.7557155847171	3.6101629424507	20.7546508315253	41.8721286297143	21.9940295556408	261.957656264917	36.4244103599996
a72_gac-miR-199-5p	6902.36627706587	7948.08226943047	4770.95144979796	13063.972570394	6298.62470357947	9259.64972308358	10046.4542957332	11139.4920649619	9872.59225995518	13627.1578251323	8402.06133083848	13361.6701716674	3122.72285383831	7406.76375281991
a20_gac-miR-199-3p	21415.2229696944	17798.6976175278	30438.8146052768	29511.6759257783	15252.4958510057	18421.1362244651	49824.5924951928	32981.2416986121	48905.6739937321	54954.856293407	30114.4349104906	52134.7665453372	21846.3305766916	40779.9292757395
a153_gac-miR-196d-5p	0	7.74841166123706	50.5244480311433	37.4062301349058	0	9.94057941286482	87.756511428895	48.8282178579721	144.406517698028	60.5343982586154	73.6949463882972	181.302135526228	18.7591160496616	110.674169939999
a69_gac-miR-196d-3p	0	26.8214249812052	89.5004507980253	120.190509941664	136.254560939094	73.3117731698781	209.949122279255	149.813850246051	388.694210137192	235.21937609062	195.961561987063	471.385552368194	152.752802118673	190.527684959998
a154_gac-miR-196a-5p	0	103.113478261078	493.696035047172	132.454847690814	137.399557249507	124.25724266081	778.70018369184	491.611375251856	1439.25162639035	503.300282664488	514.189739572892	534.989908110182	365.802762968401	162.508907759998
a216_gac-miR-194b-5p	0	0	0	22.075807948469	0	13.6682966926891	2.22168383364291	2.21946444808964	3.6101629424507	29.4024220113275	0	3.56659938740121	10.0495264551759	2.80187771999997
a215_gac-miR-194a-5p	0	208.611083187152	254.787573642766	747.511385810658	439.678583198422	344.192562170444	1928.42156760205	863.371670306871	1184.13344512383	762.733418058554	892.71378238551	133.747477027545	249.228256088361	1756.77733043998
a71_gac-miR-194a-3p	0	0	0	0	0	1.2425724266081	14.4409449186789	0	36.101629424507	8.6477711798022	6.6995405807543	0	10.0495264551759	1.40093885999998
a207_gac-miR-193a-2-5p	1963.93804036205	134.703156572275	111.153785668515	982.986670594327	1.14499631041256	504.48440520289	1055.29982098038	1705.65842835689	2030.11496130478	1068.86451782355	949.659877321921	2553.09072814803	636.470008827804	474.918273539994
a131_gac-miR-18c-5p	0	132.915061573528	128.476453564907	13.4907715240644	393.87873078192	259.697637161093	36.657783255108	29.9627700492102	81.8303600288825	76.1003863822593	87.0940275498058	52.3101243485511	34.838358377943	71.4478818599991
a130_gac-miR-18a/b-5p	0	154.372201558492	127.754675735891	185.191500012156	203.809343253435	156.564125752621	18.8843125859647	58.8158078743755	45.7287306043755	55.345735550734	33.4977029037715	82.0317859102279	75.0364641986464	51.8347378199994
a32_gac-miR-18a-3p	0	118.610301583552	182.609790741132	91.9825331186207	0	206.267022816945	127.746820434467	145.374921349872	60.1693823741783	134.905230404914	108.030091864663	74.3041539041919	272.007182720093	102.268536779999
a204_gac-miR-184-3p	4394.42661988992	8341.46316915481	6034.78442840556	635.905912293398	714.477697697435	3146.19338417172	284.375530706293	402.83279732827	3918.23018020649	2528.60829297416	584.534915670812	1750.01143275153	11749.2363629613	407.673208259995
a159_gac-miR-183-5p	296.895797650977	712.853872833809	555.768928342577	130.001980140984	389.298745540269	490.816108510201	74.4264084270375	100.985632388079	553.558317842441	157.3894354724	231.134150036023	356.065505508888	255.927940391812	341.829081839996
a243_gac-miR-182b-5p	0	17.8809499874701	22.3751126995063	23.3022417233839	0	27.3365933853783	0	0	10.8304888273521	0	11.72419601632	7.13319877480243	6.69968430345057	8.4056331599999
a241_gac-miR-182a-5p_gac-miR-182b-5p	0	23.2452349837112	26.7057796736043	14.1039884115218	0	16.1534415459053	4.44336766728582	0	7.2203258849014	12.1068796517231	15.0739663066972	1.18886646246707	0	5.60375543999993
a242_gac-miR-182a-5p	0	135.299188238524	186.218679886214	36.7930132474483	334.338922640467	96.920649275432	22.2168383364291	8.87785779235857	116.728601805906	62.2639524945758	35.1725880489601	122.453245634108	156.102644270398	102.268536779999
a8_gac-miR-181b-2/3-5p_gac-miR-181c-5p	1998.97543263142	1266.56729077913	1543.16099843692	1720.68658620566	1224.00105583102	1271.15159242009	2009.51302753001	2111.82042235729	2075.84369190915	1451.09600397081	1983.06401190327	1956.8741972208	1206.61314305145	2605.74627959997
a88_gac-miR-181b-2-3p	0	0	2.88711131606533	48.4441341091402	0	0	0	0	25.2711405971549	0	1.67488514518857	0	0	0
a7_gac-miR-181b-1-5p	138.305495800144	942.922096005925	699.402716316827	592.980730171375	389.298745540269	723.177152285916	599.854635083586	593.706739863979	703.981773777886	631.28729612556	544.337672186286	540.934240422517	659.248935459536	654.238447619992
