;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
miR-145-5p;356.552750145296;-0.269917994430484;0.952722411531567;-0.283312317589519;0.776937435870501;0.966243378863126
miR-140-3p;1086.14264941506;0.341579734602624;0.774361986690657;0.441111186336008;0.659132505530309;0.966243378863126
miR-139-5p;105.830470694312;0.189485998084407;1.09473915758203;0.173087805229263;0.862582410294231;0.966243378863126
miR-1388-3p;1323.18402862367;0.302745396478503;0.777394270085719;0.389436104854646;0.696953568052059;0.966243378863126
miR-133a-3p;225.915180800412;0.462211584659022;0.879129069536719;0.525760779247804;0.599054428323019;0.966243378863126
miR-130c-3p;22.6063198224368;1.74033645486578;3.43976848840848;0.505945810228352;0.612894691883461;0.966243378863126
miR-130c-2-5p;66.1812590864487;1.40357370222228;1.84758422894993;0.75968049533525;0.447445590316941;0.966243378863126
miR-130b-5p;7416.15298684395;0.181513788403107;0.560650118224368;0.323755908547703;0.74612283958664;0.966243378863126
miR-129-1b/2-3p;19.6634600704263;-2.29235075240161;3.5024758695553;-0.654494374201831;0.512793350456162;0.966243378863126
miR-129-1a/2-5p;237.703479252599;0.888745396712916;2.03787750851296;0.436113256562429;0.662754559456234;0.966243378863126
miR-128-2-3p;16263.8907146632;-0.155219575848417;0.571648899671214;-0.271529562879754;0.785983765557714;0.966243378863126
miR-126b-5p;252.737015408852;-0.132376728916127;1.01942136727619;-0.12985477170233;0.896681328169624;0.966243378863126
miR-126b-3p;9706.96388295166;-0.34233784723322;0.703437931308934;-0.486663900248042;0.626496531735718;0.966243378863126
miR-125b-2-3p;105.418289643962;0.900427791637982;1.87747407046125;0.4795953274693;0.631515169469052;0.966243378863126
miR-125a-5p;11903.4848307125;0.09067457054389;0.60850436552073;0.149012193965601;0.881544011000262;0.966243378863126
