Gene	D1_P_M	D2_P_M	D3_P_M	D4_P_M	D5_P_M	D6_P_M	D7_P_M	D8_P_M	D9_P_M	D10_P_M	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D25_M_I	D45_M_I	D53_M_I	D56_M_I	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a188_gac-let-7a-5p	582928	757392	929215	1259049	1185924	1239326	1034114	1375708	639553	1275707	927993	506937	894481	982843	329070	768022	185171	1044388	1895945	239359	457081	801342	984027	1181453	1331474	945921	534204	1239377	1272516	578961	1110439	1031757	1067004	746327	1150805	1548913	1962339	826059
a85_gac-let-7a-5-3p	462	466	1105	547	1683	699	198	430	296	604	879	677	984	756	176	928	141	748	976	142	318	1610	1147	498	132	451	582	194	651	586	261	374	360	303	492	730	1238	320
a93_gac-let-7a-4-3p	12	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	11	0	0	4	0	6
a158_gac-let-7a-3/7-3p	485	1074	499	455	752	1219	211	293	257	569	1368	208	161	944	219	469	156	722	1025	196	180	404	457	754	555	269	392	407	537	227	365	384	185	129	317	512	1098	160
a267_REV_gac-let-7b-5p_gac-let-7c-2-5p	12	0	1	0	0	9	10	0	12	6	24	0	0	7	0	0	0	25	1	0	0	4	0	0	0	1	0	0	1	0	6	0	0	2	0	28	8	2
a257_REV_gac-let-7f-3p	28	38	25	12	18	69	42	0	10	23	30	12	3	19	13	0	0	17	0	2	0	30	36	0	0	89	8	0	0	9	3	0	14	13	7	3	65	1
a266_REV_gac-let-7i-1-3p	0	0	8	0	0	5	0	0	0	0	2	6	5	0	0	0	0	12	0	0	0	15	11	52	0	0	0	0	6	0	0	0	0	0	0	0	0	3
a253_REV_gac-miR-103a-5p	0	0	7	13	35	0	0	0	0	25	4	6	3	16	0	0	8	0	0	0	0	18	1	0	0	0	9	0	0	8	5	0	4	1	6	15	7	2
a262_REV_gac-miR-10544-5p	7	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a252_REV_gac-miR-10c-3p	0	4	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	41	3	0	0	0	82	0	0	4	52	19	4	0	8	0	0	3	0	0	2
a260_REV_gac-miR-132-3p	30	22	25	30	28	14	11	0	7	58	49	7	6	92	36	29	36	0	0	14	0	48	56	34	0	0	9	59	79	19	70	43	13	19	83	109	38	26
a263_REV_gac-miR-135b-3p	0	18	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	2	0	0	0
a258_REV_gac-miR-153c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0
a250_REV_gac-miR-181b-2/3-5p	68	78	42	32	141	26	73	90	26	0	112	4	13	37	15	32	12	86	0	26	0	58	46	55	175	0	8	192	76	20	38	64	52	16	55	59	32	24
a265_REV_gac-miR-183a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a268_REV_gac-miR-190a-5p	38	28	13	22	148	38	19	31	1	31	29	15	11	15	13	10	2	0	0	4	0	21	14	62	0	0	14	0	0	35	2	15	3	0	20	10	12	3
a261_REV_gac-miR-191-5p	38812	28481	71029	58787	44732	49574	24924	40303	35177	54417	47316	52764	68077	38495	10588	48046	7887	139208	55629	10995	18294	124861	105269	24937	33519	43776	35494	23137	40320	37528	24636	41492	24295	38289	32276	65703	87779	38833
a251_REV_gac-miR-193a-2-3p	0	8	0	4	0	12	0	0	0	0	18	7	0	10	0	12	0	2	0	4	0	1	0	0	0	0	0	36	0	11	0	0	0	0	2	22	0	0
a269_REV_gac-miR-27b-3p_gac-miR-27c-1-3p	52	50	42	26	32	70	0	205	7	75	110	65	69	65	17	43	7	144	132	26	0	110	108	35	103	0	30	0	176	57	26	63	45	21	49	75	44	14
a264_REV_gac-miR-459-5p	34	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	107	0	7	0	0	4	0	0	0	0	0
a255_REV_gac-miR-460-3p	25	9	31	0	27	0	24	0	5	0	23	2	0	7	0	0	0	0	0	0	0	0	0	0	0	187	18	0	0	0	0	0	7	11	0	0	0	5
a249_REV_gac-miR-728a-5p	0	0	18	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
a256_REV_gac-miR-730-3p	10	11	0	0	49	0	0	0	0	0	15	1	5	3	0	2	7	23	56	0	0	3	4	0	0	0	11	49	8	4	21	19	0	11	21	0	0	0
a254_REV_gac-miR-7bb-3p	0	0	0	6	66	0	0	0	0	3	3	2	2	1	0	0	0	0	128	4	0	0	0	0	0	0	0	0	38	2	5	0	0	3	0	0	0	3
a259_REV_gac-miR-9-7-3p	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	23	1	0	0	1	0	0	10	0	0
