Gene	D1_P_M	D2_P_M	D3_P_M	D4_P_M	D5_P_M	D6_P_M	D7_P_M	D8_P_M	D9_P_M	D10_P_M	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D25_M_I	D45_M_I	D53_M_I	D56_M_I	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a124_gac-miR-727b-3p	59.35372989272	18.9047645763844	54.2528617520825	64.1693800082712	0	75.9651743090319	160.652745412414	91.1094364465479	76.3079087727363	53.4377598149513	26.0943337157094	12.4806036737413	7.78558524656889	39.2167753422812	90.4629084469665	17.2729039950849	0	55.9842941237803	0	4.89246573855006	0	22.8885551178436	19.0344885744281	29.1787509473756	0	0	12.7773761714262	59.144461501617	83.440133939031	1.22982799754151	49.0262222067075	44.7210741186125	34.8414764692954	19.9776474636927	45.7406656549297	82.5980905529591	0.693930247035869	23.8678030355138
a232_gac-miR-725-3p	4353.59608763101	468.256476430445	1724.96278391237	122.428422384202	899.434876622379	7686.95216222346	264.407643491265	1348.04778415811	292.243054874309	717.962160094427	105.046420342728	528.345555521713	639.39118837447	1281.861761188	70.3600399031961	175.777199479394	1302.51523387686	7647.45457730839	210.999202537793	3402.70992116157	364.936647984103	3854.91454616314	1185.26296161535	367.003845249213	0	79.4327108201937	1254.14861497999	33.5151948509163	303.658715284448	2658.88813068475	37.6247751818918	119.628873267288	1318.81440561555	415.898297198694	424.37173135407	1219.71917177452	4478.6258143695	161.107670489718
a223_gac-miR-724-5p	243.350292560152	367.915802909635	231.617986710814	776.787231679073	145.638031623908	890.601234042078	1913.32957209924	3461.22889684181	146.121527437155	245.641315278405	109.730018701958	460.3956021869	441.831962742785	90.140050786736	46.2365976506717	149.359816898676	110.382646938717	787.512404007843	131.002049412778	694.730134874109	0	95.1682028584024	161.061057168238	187.392422750923	634.981665897713	0	65.8526310373503	526.385707364391	112.48575018363	622.292966756006	112.874325545676	391.309398537859	570.36787405291	152.556580631835	408.277793438446	480.683624721732	1015.91388166051	1605.1097541383
a248_gac-miR-722-3p	1055.50716325887	360.644739611026	367.25014109102	285.384874247312	199.252032276666	240.194646386653	343.618372132108	287.273631244728	251.653741697322	100.842224166924	62.8940351096586	76.2703557839744	12.6515760256744	528.548479613134	197.008111728949	33.5297548139884	103.023803809469	989.677910565939	37.0456615142691	80.725684686076	0	40.9584670529833	79.0663371553166	157.565255115828	118.98078552324	636.932662687849	17.6917516219747	51.9156939847527	128.856915703314	34.4351839311624	250.831834545946	121.864926973219	140.6563309316	63.5652419299315	247.338414282212	74.5245929801135	58.9840709980489	275.971472598128
a217_gac-miR-7147-5p	5.935372989272	0	4.1732970578525	0	61.6160903024228	9.40521205730871	0	0	16.2357252707949	0	0	65.1764858517599	29.1959446746333	8.19455007152145	0	56.8989778661622	0	11.1968588247561	0	22.0160958234753	0	36.7421542681174	21.2307757176313	32.4208343859729	0	0	0	126.832011886801	10.5620422707634	9.83862398033211	31.924051669484	0	2.5808501088367	0	10.1645923677622	2.48415309933712	0	2.98347537943922
a156_gac-miR-7133-3p	1009.01340817624	251.578790131885	8722.88640042136	1724.97425469603	3511.31693827313	378.378915844035	547.781236093718	803.25054173283	774.444095416919	1098.92167361392	243.547114679955	558.853697835303	721.139833463443	618.103205394761	265.357864777768	694.980372508124	588.707450339826	438.543637302946	568.57037019726	393.84349195328	2170.31107055096	1278.14510421221	752.59439440431	271.038175466733	125.242932129726	782.559299191538	433.447914738381	463.955442446018	49.6415986725881	1250.73507349972	205.226046446683	809.451441546886	129.042505441835	666.526965379567	622.581282525432	247.173233384043	337.250100059432	690.674550340179
a99_gac-miR-7132b-5p	475.819067973305	156.327860920102	1567.07304522361	404.435960841604	1237.12305983825	187.380763295612	416.135236380767	396.047142104382	496.813193286325	293.045779630378	173.962224771396	375.804843953765	441.831962742785	245.251177140535	528.705442701159	1163.38088672778	1214.20911632589	562.331132087749	318.914825209795	244.623286927503	0	1517.2702721539	484.647362933515	245.749924645674	408.291958742908	1899.03017905315	638.868808571309	146.54683238734	256.129525066013	1682.40470063679	243.990966331056	878.769106430736	748.446531562642	1908.77340766737	815.708537512913	540.303299105823	444.115358102956	727.96799258317
a98_gac-miR-7132a-5p_gac-miR-7132b-5p	175.093503183524	103.976205170114	724.76258904705	224.592830028949	416.908870747562	117.203411791078	238.747829987893	126.43758527276	266.265894441037	115.494513148443	40.1451287933991	167.794782724744	208.264405345718	132.283451154561	116.596637553868	516.155013500185	283.315460476041	194.700934008258	131.538943057912	146.773972156502	0	605.34204982718	232.806437179543	153.674754989511	303.087895753938	61.7809973045951	246.701647617536	30.8865521175111	179.554718602978	607.535030785508	100.332733818378	267.20841785871	201.306308489262	840.877343244522	331.19630131625	191.900826923792	265.081354367702	256.578882631773
a100_gac-miR-7132a-5p	175.093503183524	44.3534861215173	236.486833278308	84.4333947477253	26.4068958438955	86.817342067465	74.7481523793871	102.265693970615	125.015084585121	78.4328410187189	62.2249496297686	115.098900546725	95.3734192704689	87.7987507663013	164.843522058917	196.098263003023	213.406450748187	302.9372359809	151.940901573017	83.171917555351	0	307.188502897375	107.618070016959	153.026338301792	0	660.468280708647	87.4758830197639	0	71.8218874411912	273.021815454216	39.905064586855	222.487343740097	236.147784958558	472.198940050919	163.480527248175	72.6614781556106	99.9259555731651	176.025047386914
a202_gac-miR-7-5p	157.287384215708	84.344334263869	253.87557101936	291.295211879652	1754.05805120663	176.528595537179	461.876643060691	503.89096483703	214.311573574493	491.282630556811	311.124748148843	379.965045178345	407.770027289046	518.597954526286	128.65835868013	163.584561365216	2115.66739965875	205.897792833014	980.367796015295	376.719861868355	0	303.574520510347	391.671207204578	549.8573511861	438.350262454042	98.5554004620922	370.543908971359	247.092416940089	271.972588472158	391.085303218201	128.836351380417	230.313531710854	587.143399760349	179.798827173235	169.409872796036	97.5030091489818	177.646143241182	267.02104645981
a105_gac-miR-551a-3p	340.294718051595	2436.53331136401	1041.93316544384	2113.36787053556	93.6244489010839	1010.6985572354	987.344997847128	2798.36126228683	243.535879061924	219.784334722784	4337.01208064688	504.771081915758	691.94388878881	1032.5133090117	4181.39665710423	3008.53345467332	2148.78219374036	1626.65476815206	20639.2655062541	5543.16368177722	12216.6887396583	3077.30600255429	1726.28169455775	9111.55129583382	6060.50548575746	2947.83615710496	3599.28857998175	19820.6233705586	740.927265294054	3497.63082500806	6374.54903157446	9090.67634146095	812.96778428356	1767.11372565209	4295.38732474349	1381.81016150627	1930.51394725379	5847.61174370087
