Gene	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP
a42_gac-miR-27a-5p	127.085421309394	80.4705012115668	105.314740853402	115.620303059379	11.8760433462128	116.21432795712	70.6004843757714	213.30650019757	129.981972214559	199.570285661226	1.76651877302288	166.946440428718	115.485395657284	40.7230222666147	178.079863814268
a227_gac-miR-27a-3p_gac-miR-27b-3p_gac-miR-27e-3p	104.658582254795	61.3758060088222	87.9233157583447	75.6394505995938	23.7520866924256	99.2073531341266	10.5900726563657	120.246311385885	110.742763330816	127.814677333594	0	57.2054236434069	50.2110415901236	75.3679815083615	0
a229_gac-miR-27a-3p	359.4523926251	406.444226458422	455.075623320663	577.020951716901	965.918192158641	597.133782673981	596.574092975268	937.921228809902	500.688679974493	1536.01849076337	989.250512892812	721.488812482153	440.422564804799	629.079523073824	418.794714211485
a74_gac-miR-26b-3p	548.211621334642	470.547846067637	365.219926996201	219.894688528819	411.702836002044	626.423572646913	533.033657037074	191.871288167912	397.923149595474	307.203698152674	883.259386511439	168.113898054094	326.371770335804	332.470047460272	504.764303639062
a73_gac-miR-26a-1b-3p	134.561034327594	334.157166048032	274.39804038868	206.927925568889	112.822411789022	149.283445668495	236.511622658834	104.562009900769	101.827032384691	228.721001544327	0	295.36677922004	251.772508544763	110.620747052595	228.433480478992
a226_gac-miR-26-5p	214770.001238616	230616.181311149	227200.611251544	125554.464332056	235565.278453246	201090.470307071	171417.976064373	152077.078439877	118923.181098384	137699.012380726	112550.210585607	152171.096721964	196766.312482782	157808.397152459	134354.50249441
a197_gac-miR-24-6-5p	37.3780650909983	68.1953400098024	63.7685586818764	126.425938859321	102.925709000511	56.6899160766438	52.9503632818286	189.780047969897	115.435253302461	349.808590597205	44.162969325572	88.1430507158617	62.4051516905822	145.265706294342	0
a206_gac-miR-24-3p	2729.84468714591	4194.01341060285	3688.91450071824	2451.25848121684	4758.33470071593	3120.77988001924	2778.1290601866	5525.05660315666	1591.22334938473	3655.05129918875	2490.79146996226	3756.29490964616	3553.50714339246	2584.39239817381	1198.66170401879
a198_gac-miR-24-3-5p	0	21.8225088031368	7.72952226446986	19.9904262298926	0	12.2828151499395	21.1801453127314	33.9826532177501	0	6.72708828071549	0	2.3349152507513	6.45570534730161	0	0
a199_gac-miR-24-2-5p	479.062200916295	540.107092877635	515.945611153363	316.6051289383	589.843486195236	358.091303217466	497.733414849188	394.198777325901	260.433193426283	435.018375486268	870.893755100279	685.297626095508	362.954100637179	280.806511748895	813.026688586518
a119_gac-miR-23b-2-5p	116.494969533611	79.1065944113708	71.4980809463462	85.9048046095387	148.45054182766	154.95243727616	324.762228128548	262.973454900435	171.745132962197	260.114080187665	1559.8360765792	84.0569490270469	112.616193280706	111.836359657569	210.011425601654
a50_gac-miR-23b-2-3p	5001.80807692709	3246.09818446659	3692.77926185048	4664.79297483495	5746.02563900929	3460.9193764791	4197.19879613961	8325.22722829926	5299.69817397557	4099.03912571597	6343.56891392515	3358.77558820575	3472.45217625412	3097.98872377515	1172.87082719052
a49_gac-miR-23a-3p_gac-miR-23b-2-3p	40.4929038485815	68.1953400098024	55.0728461343478	55.6490243697012	47.5041733848512	67.0830673573618	31.7702179690971	0	59.1253736427237	49.3319807252469	457.528362212925	87.5593219031739	49.493740995979	92.9943642804783	0
a51_gac-miR-23a-3p	74575.4695340568	94867.9013944363	95465.3971079012	46541.4942357201	70931.6482258137	71892.2619045304	48551.953105218	67530.3284743129	56605.5065279505	66750.6546467795	104954.179861608	93352.2466402879	86048.0965741831	36405.774100051	35759.6647908968
